anchor,anchor_raw_ingred_name,anchor_matched_ingred_name,pos,pos_raw_ingred_name,pos_matched_ingred_name,neg,neg_raw_ingred_name
Chicken & Veggie Stir-Fry by Tasty: Remove cooked chicken from pan and set aside.,chicken breast,Chicken:Breast,Chicken & Veggie Stir-Fry by Tasty: Remove cooked tofu from pan and set aside.,tofu,Tofu:Firm,Chicken & Veggie Stir-Fry by Tasty: Remove cooked custard from pan and set aside.,custard
Chicken & Veggie Stir-Fry by Tasty: Remove cooked chicken from pan and set aside.,chicken breast,Chicken:Breast,Chicken & Veggie Stir-Fry by Tasty: Remove cooked tofu from pan and set aside.,tofu,Tofu:Firm,Chicken & Veggie Stir-Fry by Tasty: Remove cooked oil from pan and set aside.,oil
Chicken & Veggie Stir-Fry by Tasty: Remove cooked chicken from pan and set aside.,chicken breast,Chicken:Breast,Chicken & Veggie Stir-Fry by Tasty: Remove cooked tofu from pan and set aside.,tofu,Tofu:Firm,Chicken & Veggie Stir-Fry by Tasty: Remove cooked orange from pan and set aside.,orange
Chicken & Veggie Stir-Fry by Tasty: Remove cooked chicken from pan and set aside.,chicken breast,Chicken:Breast,Chicken & Veggie Stir-Fry by Tasty: Remove cooked tofu from pan and set aside.,tofu,Tofu:Firm,Chicken & Veggie Stir-Fry by Tasty: Remove cooked turkey from pan and set aside.,turkey
Chicken & Veggie Stir-Fry by Tasty: Remove cooked chicken from pan and set aside.,chicken breast,Chicken:Breast,Chicken & Veggie Stir-Fry by Tasty: Remove cooked tofu from pan and set aside.,tofu,Tofu:Firm,Chicken & Veggie Stir-Fry by Tasty: Remove cooked emmental from pan and set aside.,emmental
Chicken & Veggie Stir-Fry by Tasty: Remove cooked chicken from pan and set aside.,chicken breast,Chicken:Breast,Chicken & Veggie Stir-Fry by Tasty: Remove cooked tofu from pan and set aside.,tofu,Tofu:Firm,Chicken & Veggie Stir-Fry by Tasty: Remove cooked nut from pan and set aside.,nut
Chicken & Veggie Stir-Fry by Tasty: Remove cooked chicken from pan and set aside.,chicken breast,Chicken:Breast,Chicken & Veggie Stir-Fry by Tasty: Remove cooked tofu from pan and set aside.,tofu,Tofu:Firm,Chicken & Veggie Stir-Fry by Tasty: Remove cooked nut roast from pan and set aside.,nut roast
Chicken & Veggie Stir-Fry by Tasty: Remove cooked chicken from pan and set aside.,chicken breast,Chicken:Breast,Chicken & Veggie Stir-Fry by Tasty: Remove cooked tofu from pan and set aside.,tofu,Tofu:Firm,Chicken & Veggie Stir-Fry by Tasty: Remove cooked dover sole from pan and set aside.,dover sole
Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the Mozzarella and follow this with a single layer of lasagne sheets.,Mozzarella,Mozzarella,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the goats cheese and follow this with a single layer of lasagne sheets.,Goats cheese,Goats cheese,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the dried apricot and follow this with a single layer of lasagne sheets.,dried apricot
Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the Mozzarella and follow this with a single layer of lasagne sheets.,Mozzarella,Mozzarella,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the goats cheese and follow this with a single layer of lasagne sheets.,Goats cheese,Goats cheese,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the coley and follow this with a single layer of lasagne sheets.,coley
Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the Mozzarella and follow this with a single layer of lasagne sheets.,Mozzarella,Mozzarella,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the goats cheese and follow this with a single layer of lasagne sheets.,Goats cheese,Goats cheese,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the sprat and follow this with a single layer of lasagne sheets.,sprat
Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the Mozzarella and follow this with a single layer of lasagne sheets.,Mozzarella,Mozzarella,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the goats cheese and follow this with a single layer of lasagne sheets.,Goats cheese,Goats cheese,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the kohl rabi and follow this with a single layer of lasagne sheets.,kohl rabi
Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the Mozzarella and follow this with a single layer of lasagne sheets.,Mozzarella,Mozzarella,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the goats cheese and follow this with a single layer of lasagne sheets.,Goats cheese,Goats cheese,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the avocado and follow this with a single layer of lasagne sheets.,avocado
Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the Mozzarella and follow this with a single layer of lasagne sheets.,Mozzarella,Mozzarella,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the goats cheese and follow this with a single layer of lasagne sheets.,Goats cheese,Goats cheese,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the fish stock and follow this with a single layer of lasagne sheets.,fish stock
Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the Mozzarella and follow this with a single layer of lasagne sheets.,Mozzarella,Mozzarella,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the goats cheese and follow this with a single layer of lasagne sheets.,Goats cheese,Goats cheese,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the pomegranate and follow this with a single layer of lasagne sheets.,pomegranate
Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the Mozzarella and follow this with a single layer of lasagne sheets.,Mozzarella,Mozzarella,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the goats cheese and follow this with a single layer of lasagne sheets.,Goats cheese,Goats cheese,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the parsley and follow this with a single layer of lasagne sheets.,parsley
Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the Mozzarella and follow this with a single layer of lasagne sheets.,Mozzarella,Mozzarella,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the goats cheese and follow this with a single layer of lasagne sheets.,Goats cheese,Goats cheese,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the lentil and follow this with a single layer of lasagne sheets.,lentil
Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the Mozzarella and follow this with a single layer of lasagne sheets.,Mozzarella,Mozzarella,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the goats cheese and follow this with a single layer of lasagne sheets.,Goats cheese,Goats cheese,Roasted Mediterranean Vegetable Lasagne: Then sprinkle in a third of the amla and follow this with a single layer of lasagne sheets.,amla
"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the noodles until hot through then divide between 4 bowls.",udon noodles,Wheat noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the another type of noodle like egg noodles  until hot through then divide between 4 bowls.",Another type of noodle like egg noodles ,Egg noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the chickpea until hot through then divide between 4 bowls.",chickpea
"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the noodles until hot through then divide between 4 bowls.",udon noodles,Wheat noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the another type of noodle like egg noodles  until hot through then divide between 4 bowls.",Another type of noodle like egg noodles ,Egg noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the kimchi until hot through then divide between 4 bowls.",kimchi
"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the noodles until hot through then divide between 4 bowls.",udon noodles,Wheat noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the another type of noodle like egg noodles  until hot through then divide between 4 bowls.",Another type of noodle like egg noodles ,Egg noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the cabbage until hot through then divide between 4 bowls.",cabbage
"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the noodles until hot through then divide between 4 bowls.",udon noodles,Wheat noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the another type of noodle like egg noodles  until hot through then divide between 4 bowls.",Another type of noodle like egg noodles ,Egg noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the carp until hot through then divide between 4 bowls.",carp
"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the noodles until hot through then divide between 4 bowls.",udon noodles,Wheat noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the another type of noodle like egg noodles  until hot through then divide between 4 bowls.",Another type of noodle like egg noodles ,Egg noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the macadamia nut until hot through then divide between 4 bowls.",macadamia nut
"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the noodles until hot through then divide between 4 bowls.",udon noodles,Wheat noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the another type of noodle like egg noodles  until hot through then divide between 4 bowls.",Another type of noodle like egg noodles ,Egg noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the lard until hot through then divide between 4 bowls.",lard
"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the noodles until hot through then divide between 4 bowls.",udon noodles,Wheat noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the another type of noodle like egg noodles  until hot through then divide between 4 bowls.",Another type of noodle like egg noodles ,Egg noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the goat until hot through then divide between 4 bowls.",goat
"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the noodles until hot through then divide between 4 bowls.",udon noodles,Wheat noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the another type of noodle like egg noodles  until hot through then divide between 4 bowls.",Another type of noodle like egg noodles ,Egg noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the apple juice until hot through then divide between 4 bowls.",apple juice
"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the noodles until hot through then divide between 4 bowls.",udon noodles,Wheat noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the another type of noodle like egg noodles  until hot through then divide between 4 bowls.",Another type of noodle like egg noodles ,Egg noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the plant-based chicken until hot through then divide between 4 bowls.",plant-based chicken
"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the noodles until hot through then divide between 4 bowls.",udon noodles,Wheat noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the another type of noodle like egg noodles  until hot through then divide between 4 bowls.",Another type of noodle like egg noodles ,Egg noodle,"Saucy miso mushrooms with udon noodles: About 5 mins before the mushrooms are ready, heat the remaining oil in a wok, stir-fry the gourd until hot through then divide between 4 bowls.",gourd
Japanese-style vegetable stir-fry: Cook the noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,egg noodles,Egg noodle,Japanese-style vegetable stir-fry: Cook the any other type of noodles (rice noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,any other type of noodles (rice noodles,Rice noodle,Japanese-style vegetable stir-fry: Cook the cauliflower rice in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,cauliflower rice
Japanese-style vegetable stir-fry: Cook the noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,egg noodles,Egg noodle,Japanese-style vegetable stir-fry: Cook the any other type of noodles (rice noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,any other type of noodles (rice noodles,Rice noodle,Japanese-style vegetable stir-fry: Cook the dolcelatte in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,dolcelatte
Japanese-style vegetable stir-fry: Cook the noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,egg noodles,Egg noodle,Japanese-style vegetable stir-fry: Cook the any other type of noodles (rice noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,any other type of noodles (rice noodles,Rice noodle,Japanese-style vegetable stir-fry: Cook the horseradish in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,horseradish
Japanese-style vegetable stir-fry: Cook the noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,egg noodles,Egg noodle,Japanese-style vegetable stir-fry: Cook the any other type of noodles (rice noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,any other type of noodles (rice noodles,Rice noodle,Japanese-style vegetable stir-fry: Cook the curry sauce in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,curry sauce
Japanese-style vegetable stir-fry: Cook the noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,egg noodles,Egg noodle,Japanese-style vegetable stir-fry: Cook the any other type of noodles (rice noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,any other type of noodles (rice noodles,Rice noodle,Japanese-style vegetable stir-fry: Cook the beansprouts in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,beansprouts
Japanese-style vegetable stir-fry: Cook the noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,egg noodles,Egg noodle,Japanese-style vegetable stir-fry: Cook the any other type of noodles (rice noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,any other type of noodles (rice noodles,Rice noodle,Japanese-style vegetable stir-fry: Cook the kimchi in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,kimchi
Japanese-style vegetable stir-fry: Cook the noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,egg noodles,Egg noodle,Japanese-style vegetable stir-fry: Cook the any other type of noodles (rice noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,any other type of noodles (rice noodles,Rice noodle,Japanese-style vegetable stir-fry: Cook the spice in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,spice
Japanese-style vegetable stir-fry: Cook the noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,egg noodles,Egg noodle,Japanese-style vegetable stir-fry: Cook the any other type of noodles (rice noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,any other type of noodles (rice noodles,Rice noodle,Japanese-style vegetable stir-fry: Cook the chicken stock cube in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,chicken stock cube
Japanese-style vegetable stir-fry: Cook the noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,egg noodles,Egg noodle,Japanese-style vegetable stir-fry: Cook the any other type of noodles (rice noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,any other type of noodles (rice noodles,Rice noodle,Japanese-style vegetable stir-fry: Cook the port in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,port
Japanese-style vegetable stir-fry: Cook the noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,egg noodles,Egg noodle,Japanese-style vegetable stir-fry: Cook the any other type of noodles (rice noodles in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,any other type of noodles (rice noodles,Rice noodle,Japanese-style vegetable stir-fry: Cook the elderberries in boiling salted water for 1-2 mins until they&nbsp;are&nbsp;just&nbsp;tender.,elderberries
"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Vegan Beef,Plant-based mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Quorn mince,Quorn:Mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",milk
"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Vegan Beef,Plant-based mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Quorn mince,Quorn:Mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",taro
"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Vegan Beef,Plant-based mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Quorn mince,Quorn:Mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",borlotti bean
"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Vegan Beef,Plant-based mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Quorn mince,Quorn:Mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",jam
"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Vegan Beef,Plant-based mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Quorn mince,Quorn:Mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",long-grain rice
"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Vegan Beef,Plant-based mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Quorn mince,Quorn:Mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",five-spice
"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Vegan Beef,Plant-based mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Quorn mince,Quorn:Mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",tripe
"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Vegan Beef,Plant-based mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Quorn mince,Quorn:Mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",curacao
"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Vegan Beef,Plant-based mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Quorn mince,Quorn:Mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",scallops
"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Vegan Beef,Plant-based mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",Quorn mince,Quorn:Mince,"Manti – Vegan Kazakh Dumplings (Week 66, Kazakhstan): Add vegan beef to onions and garlic.",buttermilk
"Salmon and broccoli pasta: Add the salmon pieces and chilli, if using, and cook for about a minute, turning the salmon 3–4 times.",skinless salmon fillets,Salmon,"Salmon and broccoli pasta: Add the  smoked mackerel pieces and chilli, if using, and cook for about a minute, turning the  smoked mackerel 3–4 times.", smoked mackerel,Mackerel,"Salmon and broccoli pasta: Add the allspice pieces and chilli, if using, and cook for about a minute, turning the allspice 3–4 times.",allspice
"Salmon and broccoli pasta: Add the salmon pieces and chilli, if using, and cook for about a minute, turning the salmon 3–4 times.",skinless salmon fillets,Salmon,"Salmon and broccoli pasta: Add the  smoked mackerel pieces and chilli, if using, and cook for about a minute, turning the  smoked mackerel 3–4 times.", smoked mackerel,Mackerel,"Salmon and broccoli pasta: Add the chilli sauce pieces and chilli, if using, and cook for about a minute, turning the chilli sauce 3–4 times.",chilli sauce
"Salmon and broccoli pasta: Add the salmon pieces and chilli, if using, and cook for about a minute, turning the salmon 3–4 times.",skinless salmon fillets,Salmon,"Salmon and broccoli pasta: Add the  smoked mackerel pieces and chilli, if using, and cook for about a minute, turning the  smoked mackerel 3–4 times.", smoked mackerel,Mackerel,"Salmon and broccoli pasta: Add the black pepper pieces and chilli, if using, and cook for about a minute, turning the black pepper 3–4 times.",black pepper
"Salmon and broccoli pasta: Add the salmon pieces and chilli, if using, and cook for about a minute, turning the salmon 3–4 times.",skinless salmon fillets,Salmon,"Salmon and broccoli pasta: Add the  smoked mackerel pieces and chilli, if using, and cook for about a minute, turning the  smoked mackerel 3–4 times.", smoked mackerel,Mackerel,"Salmon and broccoli pasta: Add the pineapple pieces and chilli, if using, and cook for about a minute, turning the pineapple 3–4 times.",pineapple
"Salmon and broccoli pasta: Add the salmon pieces and chilli, if using, and cook for about a minute, turning the salmon 3–4 times.",skinless salmon fillets,Salmon,"Salmon and broccoli pasta: Add the  smoked mackerel pieces and chilli, if using, and cook for about a minute, turning the  smoked mackerel 3–4 times.", smoked mackerel,Mackerel,"Salmon and broccoli pasta: Add the spaghetti pieces and chilli, if using, and cook for about a minute, turning the spaghetti 3–4 times.",spaghetti
"Salmon and broccoli pasta: Add the salmon pieces and chilli, if using, and cook for about a minute, turning the salmon 3–4 times.",skinless salmon fillets,Salmon,"Salmon and broccoli pasta: Add the  smoked mackerel pieces and chilli, if using, and cook for about a minute, turning the  smoked mackerel 3–4 times.", smoked mackerel,Mackerel,"Salmon and broccoli pasta: Add the frankfurter pieces and chilli, if using, and cook for about a minute, turning the frankfurter 3–4 times.",frankfurter
"Salmon and broccoli pasta: Add the salmon pieces and chilli, if using, and cook for about a minute, turning the salmon 3–4 times.",skinless salmon fillets,Salmon,"Salmon and broccoli pasta: Add the  smoked mackerel pieces and chilli, if using, and cook for about a minute, turning the  smoked mackerel 3–4 times.", smoked mackerel,Mackerel,"Salmon and broccoli pasta: Add the poussin pieces and chilli, if using, and cook for about a minute, turning the poussin 3–4 times.",poussin
"Salmon and broccoli pasta: Add the salmon pieces and chilli, if using, and cook for about a minute, turning the salmon 3–4 times.",skinless salmon fillets,Salmon,"Salmon and broccoli pasta: Add the  smoked mackerel pieces and chilli, if using, and cook for about a minute, turning the  smoked mackerel 3–4 times.", smoked mackerel,Mackerel,"Salmon and broccoli pasta: Add the oat pieces and chilli, if using, and cook for about a minute, turning the oat 3–4 times.",oat
"Salmon and broccoli pasta: Add the salmon pieces and chilli, if using, and cook for about a minute, turning the salmon 3–4 times.",skinless salmon fillets,Salmon,"Salmon and broccoli pasta: Add the  smoked mackerel pieces and chilli, if using, and cook for about a minute, turning the  smoked mackerel 3–4 times.", smoked mackerel,Mackerel,"Salmon and broccoli pasta: Add the redfish pieces and chilli, if using, and cook for about a minute, turning the redfish 3–4 times.",redfish
"Salmon and broccoli pasta: Add the salmon pieces and chilli, if using, and cook for about a minute, turning the salmon 3–4 times.",skinless salmon fillets,Salmon,"Salmon and broccoli pasta: Add the  smoked mackerel pieces and chilli, if using, and cook for about a minute, turning the  smoked mackerel 3–4 times.", smoked mackerel,Mackerel,"Salmon and broccoli pasta: Add the ackee pieces and chilli, if using, and cook for about a minute, turning the ackee 3–4 times.",ackee
"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the chicken is cooked.",boneless skinless chicken,Chicken:Breast,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the peppers is cooked.",peppers,Pepper,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the marzipan is cooked.",marzipan
"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the chicken is cooked.",boneless skinless chicken,Chicken:Breast,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the peppers is cooked.",peppers,Pepper,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the polony is cooked.",polony
"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the chicken is cooked.",boneless skinless chicken,Chicken:Breast,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the peppers is cooked.",peppers,Pepper,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the icing is cooked.",icing
"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the chicken is cooked.",boneless skinless chicken,Chicken:Breast,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the peppers is cooked.",peppers,Pepper,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the marrow is cooked.",marrow
"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the chicken is cooked.",boneless skinless chicken,Chicken:Breast,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the peppers is cooked.",peppers,Pepper,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the whey is cooked.",whey
"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the chicken is cooked.",boneless skinless chicken,Chicken:Breast,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the peppers is cooked.",peppers,Pepper,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the basmati rice is cooked.",basmati rice
"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the chicken is cooked.",boneless skinless chicken,Chicken:Breast,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the peppers is cooked.",peppers,Pepper,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the asafoetida is cooked.",asafoetida
"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the chicken is cooked.",boneless skinless chicken,Chicken:Breast,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the peppers is cooked.",peppers,Pepper,"Thai green chicken curry: Turn the heat down to a simmer and cook, covered, for about 8 minutes until the guacamole is cooked.",guacamole
